ticker,title,description,content,source,published_at,url,category
AAPL,"Qualcomm, Micron Lead Brutal Chip Selloff -- Nvidia Holds Strong",Qualcomm Tumbles as Inflation Shock Sparks Semiconductor Selloff,Qualcomm Tumbles as Inflation Shock Sparks Semiconductor Selloff,Yahoo,2026-05-13 09:40:36+00:00,https://finnhub.io/api/news?id=0aad5c58ad234c639c22e5efe429b71ad6ca5165153a84b9d29523cf7958610a,company
AAPL,Apple criticises EU measures to help AI rivals access Google services,"Apple on Wednesday echoed Googles criticism of EU antitrust regulators efforts to force the search giant to help AI rivals access its services, warning the proposed measures pose risks to privacy,...","Apple on Wednesday echoed Googles criticism of EU antitrust regulators efforts to force the search giant to help AI rivals access its services, warning the proposed measures pose risks to privacy,...",Finnhub,2026-05-13 09:15:49+00:00,https://finnhub.io/api/news?id=3295a964d11b51945d554561b973af25c7fa1b60e48c996e1378b63a51ff742e,company
AAPL,Qnity Electronics Q1 2026 Earnings Call Transcript,"Qnity Electronics NYSEQ reported first-quarter financial results on Tuesday. The transcript from the companys first-quarter earnings call has been provided below. This transcript is brought to you by Benzinga APIs. For real-time access to our entire catalog, please visit for a consultation. Access the full call at Summary Qnity Electronics Inc reported an 18% year-over-year increase in net sa","Qnity Electronics NYSEQ reported first-quarter financial results on Tuesday. The transcript from the companys first-quarter earnings call has been provided below. This transcript is brought to you by Benzinga APIs. For real-time access to our entire catalog, please visit for a consultation. Access the full call at Summary Qnity Electronics Inc reported an 18% year-over-year increase in net sa",Yahoo,2026-05-13 09:05:57+00:00,https://finnhub.io/api/news?id=872cf84b70400810fd4c1ee317892081912bbc5a5a06617c29e8b7cad29fb532,company
AAPL,"Trump Just Flew to China With Elon Musk, Larry Fink, and Jensen Huang Is a Trade Deal News About to Send Bitcoin to $90,000?","Bitcoin price climbed to a 24-hour high of $81,000 as Trump-China trade news pushed BTC toward its most structurally significant resistance in months. The question now is whether the geopolitical narrative has enough legs to carry BTC through $90,000, or whether the move is front-running an outcome that hasnt materialized ...","Bitcoin price climbed to a 24-hour high of $81,000 as Trump-China trade news pushed BTC toward its most structurally significant resistance in months. The question now is whether the geopolitical narrative has enough legs to carry BTC through $90,000, or whether the move is front-running an outcome that hasnt materialized ...",Yahoo,2026-05-13 09:03:58+00:00,https://finnhub.io/api/news?id=a199fbe514b63d08add987a17324c22230d07d2ba3fd10287c51fd238c171215,company
AAPL,Warren Buffett Reveals Why Berkshires Portfolio Hasnt Changed Much in Recent Years,Just five stocks account for 60% of Berkshires holdings -- that percentage was even higher in the past.,Just five stocks account for 60% of Berkshires holdings -- that percentage was even higher in the past.,Yahoo,2026-05-13 08:35:00+00:00,https://finnhub.io/api/news?id=53bc753b177f7d1a718b17110c0e9bb300aa32728c6d68f38296f38859ba6496,company
AAPL,How to Beat the SP 500 With a Dividend ETF Give Up the Dividend.,First Trust Rising Dividend Achievers has returned an annual 15.8% over the past 10 years. But dont look too closely at its dividend.,First Trust Rising Dividend Achievers has returned an annual 15.8% over the past 10 years. But dont look too closely at its dividend.,Yahoo,2026-05-13 07:58:00+00:00,https://finnhub.io/api/news?id=d92719778e3139b81404ee7276f3bfc6d2f7ec0d7b25b142caf5ad77429469ca,company
AAPL,"1 Unstoppable Stock to Buy Before It Joins Nvidia, Alphabet, Apple, and Microsoft in the $3 Trillion Club",This semiconductor leader has added more than $1 trillion in market cap over the past year. Theres likely more to come.,This semiconductor leader has added more than $1 trillion in market cap over the past year. Theres likely more to come.,Yahoo,2026-05-13 07:22:00+00:00,https://finnhub.io/api/news?id=02d9df913daa08cf4823fafe3fba7eea8fcf92797717c59563e467f6abc06dc2,company
AAPL,Why Are Intel INTC Shares Soaring Today,Shares of computer processor maker Intel NASDAQINTC jumped 14.1% in the afternoon session after reports surfaced that Apple has engaged in preliminary discussions with the company about manufacturing processors in the United States.,Shares of computer processor maker Intel NASDAQINTC jumped 14.1% in the afternoon session after reports surfaced that Apple has engaged in preliminary discussions with the company about manufacturing processors in the United States.,Yahoo,2026-05-13 06:28:55+00:00,https://finnhub.io/api/news?id=480499aeecc8888153a082c9847c8e6e92015c6e0536aa543ba2c52cd59ad079,company
AAPL,Howard Marks Warned Me About SP 500 Valuations I Ignored Him and My Portfolio Doubled,"On a recent episode of My First Million, Sam Parr told his co-host Shaan Puri that he keeps 80% of his portfolio in the SP 500, which would not be remarkable except for who told him not to. Howard Marks, the Oaktree co-founder whose memos move money around the world, had sat in that same ... Howard Marks Warned Me About SP 500 Valuations I Ignored Him and My Portfolio Doubled","On a recent episode of My First Million, Sam Parr told his co-host Shaan Puri that he keeps 80% of his portfolio in the SP 500, which would not be remarkable except for who told him not to. Howard Marks, the Oaktree co-founder whose memos move money around the world, had sat in that same ... Howard Marks Warned Me About SP 500 Valuations I Ignored Him and My Portfolio Doubled",Yahoo,2026-05-13 06:24:05+00:00,https://finnhub.io/api/news?id=b9f9650881ed8ebf5c3f30e2e00d8a734f4507d887c62e09eb475ff02f8466de,company
AAPL,Apple Intel Foundry Talks Put ASML At Center Of Chip Shift,"Apple and Intel are reported to be working on a foundry agreement that could trigger a multi billion euro order for ENXTAMASML lithography systems. The potential order focuses on next generation chip manufacturing capacity at a time when TSMC is delaying adoption of ASMLs latest High-NA EUV systems. This development reinforces ASMLs monopoly position in advanced lithography equipment as Western tech companies diversify their manufacturing partnerships. For readers tracking ENXTAMASML,...","Apple and Intel are reported to be working on a foundry agreement that could trigger a multi billion euro order for ENXTAMASML lithography systems. The potential order focuses on next generation chip manufacturing capacity at a time when TSMC is delaying adoption of ASMLs latest High-NA EUV systems. This development reinforces ASMLs monopoly position in advanced lithography equipment as Western tech companies diversify their manufacturing partnerships. For readers tracking ENXTAMASML,...",Yahoo,2026-05-13 06:12:59+00:00,https://finnhub.io/api/news?id=c4f8474ec8b602dcdbfeb05346483b11e1e4f1023b39b541ab9987a971f666dd,company
AAPL,"Flanked by tech billionaires, Trump heads to China holding few cards",Scrolling through Donald Trumps Truth Social feed on Tuesday made for jarring reading.,Scrolling through Donald Trumps Truth Social feed on Tuesday made for jarring reading.,Yahoo,2026-05-13 05:30:00+00:00,https://finnhub.io/api/news?id=3e6f63b41ebd63f0020fd9826958a7ee45be4542e60a5ee5b7c98991fdac9e07,company
AAPL,"Dow Jones Futures Nvidias Huang Joins Trumps China Trip How To Handle Sandisk, Micron, Intel","Nvidia CEO Jensen Huang is joining President Trumps China trip. Investors need sell rules for big AI winners such as Sandisk, Micron and Intel.","Nvidia CEO Jensen Huang is joining President Trumps China trip. Investors need sell rules for big AI winners such as Sandisk, Micron and Intel.",Yahoo,2026-05-13 03:09:38+00:00,https://finnhub.io/api/news?id=964da1eaaf72a32caaacf63306beb605def5e1cbe81eb1b87a01a3e58430f7ed,company
AAPL,"Nvidias Jensen Huang to join Trumps China visit, sources say","Nvidia CEO Jensen Huang will join over a dozen U.S. CEOs on President Donald Trumps visit to China this week, two sources familiar with the matter told Reuters on Wednesday. Huang did not appear on an initial list of executives provided by the White House earlier this week. Nvidias powerful H200 chips have not yet been sold to China, a U.S. official said last month, citing difficulties getting permission from the Chinese government.","Nvidia CEO Jensen Huang will join over a dozen U.S. CEOs on President Donald Trumps visit to China this week, two sources familiar with the matter told Reuters on Wednesday. Huang did not appear on an initial list of executives provided by the White House earlier this week. Nvidias powerful H200 chips have not yet been sold to China, a U.S. official said last month, citing difficulties getting permission from the Chinese government.",Yahoo,2026-05-13 01:34:48+00:00,https://finnhub.io/api/news?id=6e51d25d975aabae58f56fad08621e01b0aab27b116ebb7563f76813dd4ea299,company
AAPL,Apples India Clean Energy Push And AI Plans Test Investor Expectations,"Apple NasdaqGSAAPL has partnered with CleanMax to expand renewable energy capacity in India, directly supporting its 2030 carbon neutrality target. The company is preparing to outline a major AI strategy at its upcoming Worldwide Developers Conference, where new CEO John Ternus is expected to set the tone on AI and services. Both developments focus on India as a key operating base and on how Apple plans to develop its services and AI ecosystem. Apple, trading at $294.8, enters this news...","Apple NasdaqGSAAPL has partnered with CleanMax to expand renewable energy capacity in India, directly supporting its 2030 carbon neutrality target. The company is preparing to outline a major AI strategy at its upcoming Worldwide Developers Conference, where new CEO John Ternus is expected to set the tone on AI and services. Both developments focus on India as a key operating base and on how Apple plans to develop its services and AI ecosystem. Apple, trading at $294.8, enters this news...",Yahoo,2026-05-13 00:28:36+00:00,https://finnhub.io/api/news?id=c30d853502d9eb1baac1392dbbf875b5de8a676a6a7d9b309d2763c6da9421f2,company
AAPL,"Stock market today SP 500, Nasdaq futures rise with fresh PPI inflation data on deck",Focus is on the April wholesale inflation report in the wait for pdates on US-Iran talks and Trumps trip to China.,Focus is on the April wholesale inflation report in the wait for pdates on US-Iran talks and Trumps trip to China.,Yahoo,2026-05-12 22:30:45+00:00,https://finnhub.io/api/news?id=a76e13fa365b420df9feee7de0ae5dcaa6b7d1769668eceffa6f390175d3a57d,company
AAPL,"Dow Jones Futures AI Stocks Pare Big Losses How To Handle Sandisk, Micron, Intel","The Nasdaq fell as AI and chip stocks retreated, but they came off lows. Investors need sell rules for big AI winners such as Sandisk, Micron and Intel.","The Nasdaq fell as AI and chip stocks retreated, but they came off lows. Investors need sell rules for big AI winners such as Sandisk, Micron and Intel.",Yahoo,2026-05-12 21:55:30+00:00,https://finnhub.io/api/news?id=e0ea23168185f6d74c248f53bbdbccb5587f99ae6cbbae669de33d4745bd4f86,company
AAPL,Why Intel Corporation INTC Was One of the Top Blue Chip Stocks Suddenly on Fire in April,"Intel Corporation NASDAQINTC is one of the top blue chip stocks that were suddenly on fire in April. Reuters reported on May 5 that, according to Bloomberg News, Apple Inc held exploratory discussions regarding the use of Intel Corporation NASDAQINTC and Samsung Electronics for the production of the main processors for its devices. Apple executives","Intel Corporation NASDAQINTC is one of the top blue chip stocks that were suddenly on fire in April. Reuters reported on May 5 that, according to Bloomberg News, Apple Inc held exploratory discussions regarding the use of Intel Corporation NASDAQINTC and Samsung Electronics for the production of the main processors for its devices. Apple executives",Yahoo,2026-05-12 21:29:33+00:00,https://finnhub.io/api/news?id=962f63a6a0dcc804bf35ee2da0ca857b35b63292522bdffdf74f1f0bcf2256e2,company
AAPL,"Alibaba earnings, Trump Xi meet, PPI data What to Watch","Market Domination Overtime host Josh Lipton takes a look at the top stories for investors to watch on Wednesday, May 13, including President Trumps meeting with Chinese President Xi, Alibaba BABA and Cisco CSCO earnings, Aprils Producer Price Index PPI data, and commentary from Federal Reserve officials.","Market Domination Overtime host Josh Lipton takes a look at the top stories for investors to watch on Wednesday, May 13, including President Trumps meeting with Chinese President Xi, Alibaba BABA and Cisco CSCO earnings, Aprils Producer Price Index PPI data, and commentary from Federal Reserve officials.",Yahoo,2026-05-12 20:49:46+00:00,https://finnhub.io/api/news?id=5a64e3ccd5393cd48ea8afd510429352be136bf709d3169ec2060262b4afc092,company
AAPL,Why Netflix spent so much money over the past decade,Yahoo Finance Senior Reporter Brooke DiPalma breaks down Netflixs NFLX massive spending over the past 10 years.,Yahoo Finance Senior Reporter Brooke DiPalma breaks down Netflixs NFLX massive spending over the past 10 years.,Yahoo,2026-05-12 19:33:24+00:00,https://finnhub.io/api/news?id=63f2f3da3f3a0f546b7c235e70fdc5c0b25654a991b43885dbaf1b23d6fe06c4,company
AAPL,Tower Semiconductor poised for Q1 earnings beat on strong industry trends Wedbush,"Tower Semiconductor NASDAQTSEM is set to report first quarter earnings before the market opens Wednesday, with investors expected to focus closely on the companys long-term growth outlook and management commentary around future capacity expansion. Wedbush analysts wrote that they expect...","Tower Semiconductor NASDAQTSEM is set to report first quarter earnings before the market opens Wednesday, with investors expected to focus closely on the companys long-term growth outlook and management commentary around future capacity expansion. Wedbush analysts wrote that they expect...",Yahoo,2026-05-12 19:12:00+00:00,https://finnhub.io/api/news?id=a7516cc978a32e5cf8de9f48b6fab5a91b2ff45e4f93d5eb9e887f458e16e0fc,company
AAPL,"Intels Big Rally Continues, But Much of the Optimism Is Already Priced In",Intels remarkable rally reflects growing investor confidence in the companys turnaround efforts and its expanding role in the AI infrastructure boom.,Intels remarkable rally reflects growing investor confidence in the companys turnaround efforts and its expanding role in the AI infrastructure boom.,Yahoo,2026-05-12 19:02:57+00:00,https://finnhub.io/api/news?id=c6ad33c5cd399c7639d19244487f0cb4faef489d7261f1ea9f04385a6390151a,company
AAPL,U.S. CEOs seek China business gains from Trump-Xi summit,"STORY Its a whos who of the business world heading to China with U.S. President Donald Trump this week as he meets with Chinese President Xi Jinping. Elon Musk, Apples Tim Cook and others will make the trip, according to a White House official.Sources say the companies hope the summit will generate enough political goodwill to unlock regulatory approvals, market access and investment opportunities.One of the sources said a critical precondition for companies to join the trip was having a QUOTE tangible ask that promised a concrete outcome or handshake deal during or after the summit.None of the companies responded to requests for comment on their goals for outcomes from the summit.In Musks case, China is weighing curbs on exports of solar manufacturing equipment to the United States, which could threaten plans by Tesla to build new factories or expand existing ones to boost local production.In March, Reuters reported that Tesla was looking to buy $2.9 billion of equipment for making solar panels from Chinese suppliers.Tesla is also seeking Chinese regulatory clearance to expand the adoption of its Full Self-Driving assistance system in the worlds largest auto market.Boeings CEO Kelly Ortberg told Reuters last month that the U.S. plane maker was counting on the Trump administration to help unlock a long-awaited major order from China.China and Boeing have been in prolonged talks for a deal that industry sources say could include 500 737 MAX jets, plus dozens of widebody jets powered by GE engines.One CEO not making the trip is Nvidias Jensen Huang, a person familiar with the matter said on Monday.Huang was not invited, the source said, with the White House focusing more on agriculture and commercial aviation matters on the current trip. Nvidia has been pushing the administration to allow it to sell some of its AI chips to Beijing.The White House did not immediately respond to a request for comment.","STORY Its a whos who of the business world heading to China with U.S. President Donald Trump this week as he meets with Chinese President Xi Jinping. Elon Musk, Apples Tim Cook and others will make the trip, according to a White House official.Sources say the companies hope the summit will generate enough political goodwill to unlock regulatory approvals, market access and investment opportunities.One of the sources said a critical precondition for companies to join the trip was having a QUOTE tangible ask that promised a concrete outcome or handshake deal during or after the summit.None of the companies responded to requests for comment on their goals for outcomes from the summit.In Musks case, China is weighing curbs on exports of solar manufacturing equipment to the United States, which could threaten plans by Tesla to build new factories or expand existing ones to boost local production.In March, Reuters reported that Tesla was looking to buy $2.9 billion of equipment for making solar panels from Chinese suppliers.Tesla is also seeking Chinese regulatory clearance to expand the adoption of its Full Self-Driving assistance system in the worlds largest auto market.Boeings CEO Kelly Ortberg told Reuters last month that the U.S. plane maker was counting on the Trump administration to help unlock a long-awaited major order from China.China and Boeing have been in prolonged talks for a deal that industry sources say could include 500 737 MAX jets, plus dozens of widebody jets powered by GE engines.One CEO not making the trip is Nvidias Jensen Huang, a person familiar with the matter said on Monday.Huang was not invited, the source said, with the White House focusing more on agriculture and commercial aviation matters on the current trip. Nvidia has been pushing the administration to allow it to sell some of its AI chips to Beijing.The White House did not immediately respond to a request for comment.",Yahoo,2026-05-12 18:16:30+00:00,https://finnhub.io/api/news?id=64f3908d96aa3bc7e2230540f99440a2eb39ef11cea20464518521ad6b3d321d,company
AAPL,Apple Inc AAPL Partners with CleanMax to Enhance Renewable Energy Capacity in India,"Apple Inc. NASDAQAAPL is one of the top tech stocks in Louis Navelliers portfolio. On May 7, Apple unveiled new initiatives aimed at expanding renewable energy infrastructure, reducing plastic pollution, and fostering green entrepreneurship in India. The company has inked a strategic partnership with clean energy developer CleanMax as part of a new effort to","Apple Inc. NASDAQAAPL is one of the top tech stocks in Louis Navelliers portfolio. On May 7, Apple unveiled new initiatives aimed at expanding renewable energy infrastructure, reducing plastic pollution, and fostering green entrepreneurship in India. The company has inked a strategic partnership with clean energy developer CleanMax as part of a new effort to",Yahoo,2026-05-12 18:14:05+00:00,https://finnhub.io/api/news?id=d831b88f4ac9953ce3770677cedb46cc3ed86fece4fbc4ee9b09c9b8ebe8aad6,company
AAPL,Curious about the most active SP500 stocks in todays session?,Stay informed about the most active stocks in the SP500 index on Tuesdays session. Discover the stocks that are generating the highest trading volume and driving market activity.,Stay informed about the most active stocks in the SP500 index on Tuesdays session. Discover the stocks that are generating the highest trading volume and driving market activity.,ChartMill,2026-05-12 18:05:02+00:00,https://finnhub.io/api/news?id=788882beaf4211666566e4fd75b108bfd7c32f660dcfa7adf67f129917127f4d,company
AAPL,"Intel Crashes 10%, AMD Slides 5% as Chip Trade Cools After Parabolic Run","Shares of Intel NASDAQINTC are down 10% in Tuesday trading, changing hands near $116 after closing at $129.44 on Monday. Advanced Micro Devices NASDAQAMD is sliding alongside, off 5% at roughly $436. The selloff lands after both names ripped through a parabolic stretch. Intel stock gained 35% in the week ending May 11, while AMD ... Intel Crashes 10%, AMD Slides 5% as Chip Trade Cools After Parabolic Run","Shares of Intel NASDAQINTC are down 10% in Tuesday trading, changing hands near $116 after closing at $129.44 on Monday. Advanced Micro Devices NASDAQAMD is sliding alongside, off 5% at roughly $436. The selloff lands after both names ripped through a parabolic stretch. Intel stock gained 35% in the week ending May 11, while AMD ... Intel Crashes 10%, AMD Slides 5% as Chip Trade Cools After Parabolic Run",Yahoo,2026-05-12 17:58:33+00:00,https://finnhub.io/api/news?id=7afaf2777e3717117dd9a1a14c96ee514a363c13213d96a004fb1b58ff50f843,company
AAPL,Nvidia CEO Left Off Trumps China Delegation Despite $50 Billion Opportunity,Jensen Huang will not join Trumps China trip as Nvidias AI chip sales remain tied to export controls.,Jensen Huang will not join Trumps China trip as Nvidias AI chip sales remain tied to export controls.,Yahoo,2026-05-12 17:32:56+00:00,https://finnhub.io/api/news?id=204f15228e7599782beebec79fc27ea4cc0b6e6d4d17f0eb443e8848cc7cfe09,company
AAPL,Everybody Wants To Panic Sell. Dont.,Daily Stock PicksÂ Gary Vaughan from Daily Stock Picks tells us 2 truths and a lie.,Daily Stock PicksÂ Gary Vaughan from Daily Stock Picks tells us 2 truths and a lie.,SeekingAlpha,2026-05-12 17:18:00+00:00,https://finnhub.io/api/news?id=8e43410f729ec7f7d7a16b6187d304b6d508a0c12ed87d3e2b42f77183d15e53,company
AAPL,Heres What AMDs 2nm Deal With Samsung Could Mean for Taiwan Semi Stock,What looks like a short-term setback for TSMC may prove far more damaging in the long run. Heres what to know about TSM stock today.,What looks like a short-term setback for TSMC may prove far more damaging in the long run. Heres what to know about TSM stock today.,Yahoo,2026-05-12 17:00:02+00:00,https://finnhub.io/api/news?id=3d7c2a4f3939464b7cc7fd656dc0d70469a510ab0ccf0798ea48b4f1e3d28ec3,company
AAPL,Elon Musk To Join Trump On China State Visit. Tesla Stock Sinks.,Tesla CEO Elon Musk will be among a group of business leaders joining President Donald Trumps state visit to China.,Tesla CEO Elon Musk will be among a group of business leaders joining President Donald Trumps state visit to China.,Yahoo,2026-05-12 16:48:11+00:00,https://finnhub.io/api/news?id=abae73ce18e21fdb4ec873bdc6b85be05a045c00fe4bc230db27a75c87230597,company
AAPL,What Makes Apple AAPL a Strong Momentum Stock Buy Now?,Does Apple AAPL have what it takes to be a top stock pick for momentum investors? Lets find out.,Does Apple AAPL have what it takes to be a top stock pick for momentum investors? Lets find out.,Yahoo,2026-05-12 16:00:03+00:00,https://finnhub.io/api/news?id=1101dc0c2420548c6821bb660c6b5694c6418dffd304e2f9e816a9fc7e974a75,company
AAPL,"Global Home Automation Systems Market Report 2026-2032 Trends, Revenue Opportunities Competitive Analysis Featuring Johnson Controls, Schneider Electric, Siemens, Honeywell, ASSA ABLOY, Apple, ABB, and More","Home Automation System Market Home Automation System Market Dublin, May 12, 2026 GLOBE NEWSWIRE -- The Home Automation System Market by Lighting Controls, Smart Speakers, Entertainment Controls, HVAC Controls, Security Access Controls, Wired, Wireless, Behavioral, Proactive, Multi-family Residence, Single-family Residence - Global Forecast to 2032 has been added to ResearchAndMarkets.coms offering. The global home automation system market is poised for significant growth, with an estimate","Home Automation System Market Home Automation System Market Dublin, May 12, 2026 GLOBE NEWSWIRE -- The Home Automation System Market by Lighting Controls, Smart Speakers, Entertainment Controls, HVAC Controls, Security Access Controls, Wired, Wireless, Behavioral, Proactive, Multi-family Residence, Single-family Residence - Global Forecast to 2032 has been added to ResearchAndMarkets.coms offering. The global home automation system market is poised for significant growth, with an estimate",Yahoo,2026-05-12 15:59:00+00:00,https://finnhub.io/api/news?id=287921cb258f25262624ccc8fd76454c2f039a8ea71b0da9177141b09ce47d3a,company
AAPL,Trump invited only 2 women executives on his first trip to China in nearly a decade an increase from last time,"The last time President Trump visited China, he took an even larger delegation, but didnt invite a single woman.","The last time President Trump visited China, he took an even larger delegation, but didnt invite a single woman.",Yahoo,2026-05-12 15:55:00+00:00,https://finnhub.io/api/news?id=456318566ea3c16ffca4fcf525574a9418505cb8e4ad8f2cebd06e86e7ad7a30,company
AAPL,Mizuho Hikes Intel Price Target to $124 as Agentic AI Server Demand Validates the Turnaround,"Mizuho raised its price target on Intel NASDAQINTC stock to $124 from $100 on May 12, keeping a Neutral rating as the firm cited agentic AI continuing to drive server demand. The revision is part of a broader semiconductor and AI infrastructure estimate hike across multiple names. For long-term investors, the move signals that even cautious ... Mizuho Hikes Intel Price Target to $124 as Agentic AI Server Demand Validates the Turnaround","Mizuho raised its price target on Intel NASDAQINTC stock to $124 from $100 on May 12, keeping a Neutral rating as the firm cited agentic AI continuing to drive server demand. The revision is part of a broader semiconductor and AI infrastructure estimate hike across multiple names. For long-term investors, the move signals that even cautious ... Mizuho Hikes Intel Price Target to $124 as Agentic AI Server Demand Validates the Turnaround",Yahoo,2026-05-12 15:47:20+00:00,https://finnhub.io/api/news?id=0baac4a07e79bc00b0576938bfd9ae86a9e17af6d8f8372a2c649ebdc881a2d3,company
AAPL,Hot Inflation Data Treasury Auction Test Ahead Trumps Iran Comment Draws Attention,Treasury Auction Ahead,Treasury Auction Ahead,Benzinga,2026-05-12 15:40:49+00:00,https://finnhub.io/api/news?id=934188cc2d90a6139b799793aae153be88ab5bcb9b48ad3f1f13130b294e18db,company
